,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
220,tsaratanana,51,MG,1602430272,53,-16.78,47.65,29.2,4.62
12,hermanus,99,ZA,1602430226,53,-34.42,19.23,18.33,4.47
172,chuy,20,UY,1602430262,52,-33.7,-53.46,19.13,5.42
393,trairi,46,BR,1602430100,52,-3.28,-39.27,31.17,5.64
207,cayenne,20,GF,1602430102,52,4.93,-52.33,33.0,3.6
99,karatsu,41,JP,1602430245,52,33.44,129.97,20.56,3.96
145,bredasdorp,66,ZA,1602430012,51,-34.53,20.04,16.0,9.8
240,alice springs,0,AU,1602430277,51,-23.7,133.88,15.0,3.29
121,nata,100,PA,1602430250,51,8.33,-80.52,29.44,2.14
153,shu,0,KZ,1602430258,51,43.6,73.76,8.89,3.13
184,kalaleh,0,IR,1602430264,51,37.38,55.49,17.0,2.1
322,augusto correa,30,BR,1602430295,50,-1.02,-46.63,32.23,3.54
277,ajdabiya,99,LY,1602429843,50,30.76,20.23,24.24,4.93
39,arraial do cabo,75,BR,1602430232,50,-22.97,-42.03,24.0,4.1
16,constitucion,0,CL,1602429630,50,-35.33,-72.42,16.45,5.23
404,worcester,1,US,1602430216,50,42.33,-71.83,15.56,3.6
246,florianopolis,38,BR,1602430278,49,-27.61,-48.5,23.89,5.1
131,elat,0,IL,1602430253,49,29.56,34.95,34.0,7.2
156,jinchang,14,CN,1602430259,49,38.5,102.17,7.55,1.01
379,maua,20,BR,1602430306,49,-23.67,-46.46,22.0,4.1
272,bela,97,IN,1602430284,48,25.93,81.98,26.55,1.14
197,miraflores,75,MX,1602430267,48,19.22,-98.81,17.0,2.1
313,oranjemund,0,NA,1602430292,48,-28.55,16.43,18.18,11.23
284,millinocket,90,US,1602430286,48,45.66,-68.71,7.0,4.6
289,sept-iles,75,CA,1602430208,48,50.2,-66.38,5.56,6.2
264,hami,0,CN,1602430283,47,42.8,93.45,7.19,2.97
347,steinbach,20,DE,1602430300,47,50.17,8.57,13.89,3.1
421,safaga,0,EG,1602430317,46,26.73,33.94,32.0,5.7
265,korla,100,CN,1602430283,45,41.76,86.15,9.55,1.11
446,baiyin,95,CN,1602430324,45,36.56,104.21,7.0,2.0
199,kapoeta,30,SS,1602430268,45,4.77,33.59,29.47,2.77
428,santa rosalia,0,MX,1602430319,44,27.32,-112.28,28.69,1.18
254,sao felix do xingu,62,BR,1602430281,44,-6.64,-51.99,33.88,2.2
292,yuma,1,US,1602430288,43,32.73,-114.62,23.89,0.65
144,santa maria,0,BR,1602429728,43,-29.68,-53.81,23.74,1.07
391,hirna,0,ET,1602430309,42,9.22,41.1,17.26,2.38
159,odweyne,2,SO,1602430259,41,9.41,45.06,26.53,6.98
224,emba,73,KZ,1602430273,41,48.83,58.14,9.89,2.78
244,asmar,23,AF,1602430278,41,35.03,71.36,18.83,4.23
351,pervoye maya,100,RU,1602430301,40,56.16,44.72,12.78,3.0
96,vorsma,100,RU,1602430244,40,55.99,43.27,12.78,3.0
341,alta floresta,100,BR,1602429826,40,-9.88,-56.09,30.55,1.88
204,grand-santi,31,GF,1602429850,39,4.25,-54.38,34.71,1.84
219,bhuj,33,IN,1602430272,39,23.27,69.67,30.78,3.16
400,abnub,0,EG,1602430312,38,27.27,31.15,34.0,8.2
337,sarab,1,IR,1602430298,37,38.61,44.99,16.07,0.27
296,jega,28,NG,1602430289,37,12.22,4.38,34.62,1.61
15,cape town,100,ZA,1602429971,37,-33.93,18.42,20.0,6.7
332,doha,0,QA,1602429724,37,25.29,51.53,33.0,3.1
408,tingi,8,TZ,1602430313,37,-11.3,35.03,25.44,2.67
389,lagunas,18,PE,1602430309,34,-5.23,-75.68,37.39,1.08
35,saint george,1,US,1602429983,33,37.1,-113.58,15.0,0.59
73,baherden,0,TM,1602430240,33,38.44,57.43,13.48,3.32
7,tikamgarh,100,IN,1602430225,33,24.75,78.83,26.36,0.89
243,saldanha,82,ZA,1602430278,32,-33.01,17.94,20.0,7.2
294,romitan,0,UZ,1602430288,32,39.93,64.38,13.0,5.1
80,sayyan,12,YE,1602430242,31,15.17,44.32,17.1,5.64
78,rapid valley,1,US,1602430241,31,44.06,-103.15,18.0,10.3
160,novo aripuana,100,BR,1602430259,30,-5.12,-60.38,38.9,1.54
51,chongwe,68,ZM,1602430235,29,-15.33,28.68,32.0,1.0
286,nizwa,0,OM,1602430286,29,22.93,57.53,28.25,2.1
213,rawson,0,AR,1602430151,28,-43.3,-65.1,18.01,4.81
143,terra santa,49,BR,1602430256,28,-2.1,-56.49,38.58,2.47
279,domodossola,100,IT,1602430285,24,46.12,8.29,18.33,3.13
303,salta,0,AR,1602430290,23,-24.79,-65.41,28.0,1.5
370,presidencia roque saenz pena,0,AR,1602430305,23,-26.79,-60.44,32.65,3.0
314,silvan,0,TR,1602430293,22,38.14,41.01,25.0,0.42
396,barkly west,0,ZA,1602430311,22,-28.54,24.52,27.0,2.6
369,dutlwe,0,BW,1602430304,21,-23.98,23.9,26.12,5.37
407,hun,89,LY,1602430313,21,29.13,15.95,32.12,4.93
169,fort morgan,1,US,1602430261,20,40.25,-103.8,17.0,1.5
253,jucas,2,BR,1602430280,20,-6.53,-39.53,38.15,3.31
28,marrakesh,40,MA,1602430230,20,31.63,-8.01,35.0,4.6
138,pecos,1,US,1602430255,20,31.42,-103.49,20.0,5.19
32,san vicente,0,AR,1602429882,19,-26.62,-54.13,30.19,1.6
221,vazante,5,BR,1602430273,19,-17.99,-46.91,40.39,0.26
178,mizdah,0,LY,1602430263,19,31.45,12.98,30.92,6.37
316,miram shah,0,PK,1602430293,18,33.01,70.07,24.01,6.68
110,yura,98,PE,1602430248,18,-16.25,-71.68,21.0,3.6
188,fuerte olimpo,51,PY,1602430265,17,-21.04,-57.87,41.08,1.72
317,biltine,0,TD,1602430294,16,14.53,20.92,36.22,1.54
315,yulara,1,AU,1602430293,16,-25.24,130.99,21.0,4.1
102,camapua,51,BR,1602430019,15,-19.53,-54.04,41.75,1.08
233,barmer,0,IN,1602430275,15,25.75,71.38,31.18,1.24
179,ambon,97,ID,1602429883,14,-3.7,128.18,26.67,4.29
107,adrar,0,MR,1602430247,12,20.5,-10.07,37.37,3.84
281,atar,0,MR,1602430286,11,20.52,-13.05,38.76,3.64
414,bilma,0,NE,1602430315,9,18.69,12.92,35.9,2.81
126,birjand,0,IR,1602430251,8,32.87,59.22,12.0,4.1
149,sakakah,0,SA,1602430257,8,29.97,40.21,32.0,3.1
377,taoudenni,0,ML,1602430306,7,22.68,-3.98,41.18,2.76
